Local time,Open,High,Low,Close,Volume
21.05.2003 05:00:00.000 GMT+0800,1.29119,1.29268,1.28612,1.28792,31140.5996
21.05.2003 09:00:00.000 GMT+0800,1.28830,1.29009,1.28763,1.28933,31988.1006
21.05.2003 13:00:00.000 GMT+0800,1.28956,1.29080,1.28596,1.28829,31110.1001
21.05.2003 17:00:00.000 GMT+0800,1.28845,1.29049,1.28603,1.28970,31195.999499999998
21.05.2003 21:00:00.000 GMT+0800,1.28993,1.29314,1.28422,1.29029,88501.3989
22.05.2003 01:00:00.000 GMT+0800,1.29047,1.29798,1.28889,1.29614,114737.70019999999
22.05.2003 05:00:00.000 GMT+0800,1.29596,1.30067,1.29570,1.29684,32361.4009
22.05.2003 09:00:00.000 GMT+0800,1.29684,1.29981,1.29613,1.29769,31638.4004
22.05.2003 13:00:00.000 GMT+0800,1.29773,1.30185,1.29627,1.29711,30339.2002
22.05.2003 17:00:00.000 GMT+0800,1.29686,1.29715,1.28988,1.29019,31973.999499999998
22.05.2003 21:00:00.000 GMT+0800,1.29022,1.29658,1.28863,1.29351,89389.2734
23.05.2003 01:00:00.000 GMT+0800,1.29352,1.29582,1.29229,1.29524,113489.87599999999
23.05.2003 05:00:00.000 GMT+0800,1.29476,1.29766,1.29361,1.29713,30926.5757
23.05.2003 09:00:00.000 GMT+0800,1.29683,1.29819,1.29538,1.29711,30884.8999
23.05.2003 13:00:00.000 GMT+0800,1.29730,1.30266,1.29598,1.29765,29351.4746
23.05.2003 17:00:00.000 GMT+0800,1.29692,1.29712,1.28656,1.29053,31824.5996
23.05.2003 21:00:00.000 GMT+0800,1.29040,1.29406,1.28910,1.29221,89218.50289999999
24.05.2003 01:00:00.000 GMT+0800,1.29244,1.29316,1.28713,1.28781,112428.3496
24.05.2003 05:00:00.000 GMT+0800,1.28781,1.28781,1.28781,1.28781,0
24.05.2003 09:00:00.000 GMT+0800,1.28781,1.28781,1.28781,1.28781,0
24.05.2003 13:00:00.000 GMT+0800,1.28781,1.28781,1.28781,1.28781,0
24.05.2003 17:00:00.000 GMT+0800,1.28781,1.28781,1.28781,1.28781,0
24.05.2003 21:00:00.000 GMT+0800,1.28781,1.28781,1.28781,1.28781,0
25.05.2003 01:00:00.000 GMT+0800,1.28781,1.28781,1.28781,1.28781,0
25.05.2003 05:00:00.000 GMT+0800,1.28781,1.28781,1.28781,1.28781,0
25.05.2003 09:00:00.000 GMT+0800,1.28781,1.28781,1.28781,1.28781,0
25.05.2003 13:00:00.000 GMT+0800,1.28781,1.28781,1.28781,1.28781,0
25.05.2003 17:00:00.000 GMT+0800,1.28781,1.28781,1.28781,1.28781,0
25.05.2003 21:00:00.000 GMT+0800,1.28781,1.28781,1.28781,1.28781,0
26.05.2003 01:00:00.000 GMT+0800,1.28781,1.28781,1.28781,1.28781,0
26.05.2003 05:00:00.000 GMT+0800,1.29000,1.29134,1.28816,1.29112,31542.500500000002
26.05.2003 09:00:00.000 GMT+0800,1.29126,1.29187,1.29010,1.29063,32190.6001
26.05.2003 13:00:00.000 GMT+0800,1.29055,1.29107,1.28913,1.28966,31836.7007
26.05.2003 17:00:00.000 GMT+0800,1.28962,1.29263,1.28837,1.29195,30766.100100000003
26.05.2003 21:00:00.000 GMT+0800,1.29184,1.29239,1.28636,1.28707,90210.07669999999
27.05.2003 01:00:00.000 GMT+0800,1.28701,1.28766,1.28556,1.28691,116199.998
27.05.2003 05:00:00.000 GMT+0800,1.28648,1.28850,1.28600,1.28700,23591.699699999997
27.05.2003 09:00:00.000 GMT+0800,1.28680,1.28740,1.28290,1.28420,2409
27.05.2003 13:00:00.000 GMT+0800,1.28420,1.29170,1.28160,1.28540,6331
27.05.2003 17:00:00.000 GMT+0800,1.28570,1.28620,1.28030,1.28320,7288
27.05.2003 21:00:00.000 GMT+0800,1.28320,1.28590,1.27760,1.28540,8308
28.05.2003 01:00:00.000 GMT+0800,1.28530,1.28720,1.28130,1.28660,5250
28.05.2003 05:00:00.000 GMT+0800,1.28670,1.28820,1.28580,1.28727,9719.3999
28.05.2003 09:00:00.000 GMT+0800,1.28757,1.28795,1.28512,1.28602,30829.875
28.05.2003 13:00:00.000 GMT+0800,1.28591,1.29348,1.28454,1.29135,29956.4751
28.05.2003 17:00:00.000 GMT+0800,1.29183,1.30085,1.28871,1.29877,32200.2759
28.05.2003 21:00:00.000 GMT+0800,1.29877,1.30104,1.29414,1.29800,89035.873
29.05.2003 01:00:00.000 GMT+0800,1.29809,1.30122,1.29353,1.29445,115009.39739999999
29.05.2003 05:00:00.000 GMT+0800,1.29416,1.29788,1.29382,1.29655,31441.7998
29.05.2003 09:00:00.000 GMT+0800,1.29663,1.29970,1.29487,1.29807,31024.0996
29.05.2003 13:00:00.000 GMT+0800,1.29838,1.30510,1.29497,1.30442,31298.4004
29.05.2003 17:00:00.000 GMT+0800,1.30439,1.30648,1.29784,1.29931,32062.0991
29.05.2003 21:00:00.000 GMT+0800,1.29921,1.30133,1.28691,1.29025,87319.7754
30.05.2003 01:00:00.000 GMT+0800,1.28850,1.29027,1.28314,1.28547,114459.6728
30.05.2003 05:00:00.000 GMT+0800,1.28501,1.28622,1.28244,1.28582,33080.399900000004
30.05.2003 09:00:00.000 GMT+0800,1.28584,1.28735,1.28382,1.28676,31832.6001
30.05.2003 13:00:00.000 GMT+0800,1.28709,1.29051,1.28469,1.28961,31430.400400000002
30.05.2003 17:00:00.000 GMT+0800,1.28972,1.29266,1.28906,1.29135,33450.8989
30.05.2003 21:00:00.000 GMT+0800,1.29128,1.30300,1.29039,1.30216,88493.87599999999
31.05.2003 01:00:00.000 GMT+0800,1.30191,1.30214,1.29652,1.29939,112788.6972
31.05.2003 05:00:00.000 GMT+0800,1.29939,1.29939,1.29939,1.29939,0
31.05.2003 09:00:00.000 GMT+0800,1.29939,1.29939,1.29939,1.29939,0
31.05.2003 13:00:00.000 GMT+0800,1.29939,1.29939,1.29939,1.29939,0
31.05.2003 17:00:00.000 GMT+0800,1.29939,1.29939,1.29939,1.29939,0
31.05.2003 21:00:00.000 GMT+0800,1.29939,1.29939,1.29939,1.29939,0
01.06.2003 01:00:00.000 GMT+0800,1.29939,1.29939,1.29939,1.29939,0
01.06.2003 05:00:00.000 GMT+0800,1.29939,1.29939,1.29752,1.29752,0
01.06.2003 09:00:00.000 GMT+0800,1.29752,1.29752,1.29752,1.29752,0
01.06.2003 13:00:00.000 GMT+0800,1.29752,1.29752,1.29752,1.29752,0
01.06.2003 17:00:00.000 GMT+0800,1.29752,1.29752,1.29752,1.29752,0
01.06.2003 21:00:00.000 GMT+0800,1.29752,1.29752,1.29752,1.29752,0
02.06.2003 01:00:00.000 GMT+0800,1.29752,1.29752,1.29752,1.29752,0
02.06.2003 05:00:00.000 GMT+0800,1.29894,1.30580,1.29894,1.30419,30821.399400000002
02.06.2003 09:00:00.000 GMT+0800,1.30382,1.31001,1.30245,1.30632,31339.1001
02.06.2003 13:00:00.000 GMT+0800,1.30618,1.30946,1.29823,1.30655,30867.1001
02.06.2003 17:00:00.000 GMT+0800,1.30704,1.30941,1.30452,1.30827,33372.7002
02.06.2003 21:00:00.000 GMT+0800,1.30789,1.30944,1.29646,1.29697,89408.8003
03.06.2003 01:00:00.000 GMT+0800,1.29674,1.30203,1.29411,1.30062,81324.502
03.06.2003 05:00:00.000 GMT+0800,1.30040,1.30209,1.29843,1.30111,31877.300300000003
03.06.2003 09:00:00.000 GMT+0800,1.30114,1.30268,1.29881,1.29930,30819.3999
03.06.2003 13:00:00.000 GMT+0800,1.29924,1.30312,1.29854,1.30193,31208.9004
03.06.2003 17:00:00.000 GMT+0800,1.30203,1.31134,1.30110,1.30974,32171.7759
03.06.2003 21:00:00.000 GMT+0800,1.31011,1.31397,1.30584,1.31237,87685.4985
04.06.2003 01:00:00.000 GMT+0800,1.31234,1.31276,1.30655,1.30976,114870.4766
04.06.2003 05:00:00.000 GMT+0800,1.30965,1.31199,1.30817,1.31117,32251.9004
04.06.2003 09:00:00.000 GMT+0800,1.31120,1.31249,1.31002,1.31108,31615.7007
04.06.2003 13:00:00.000 GMT+0800,1.31056,1.31310,1.30763,1.30897,31520.2998
04.06.2003 17:00:00.000 GMT+0800,1.30913,1.31422,1.30821,1.31250,31790.3003
04.06.2003 21:00:00.000 GMT+0800,1.31251,1.31479,1.30837,1.31209,89993.57320000001
05.06.2003 01:00:00.000 GMT+0800,1.31215,1.31672,1.31112,1.31660,115814.1758
05.06.2003 05:00:00.000 GMT+0800,1.31666,1.31973,1.31561,1.31812,31224.899400000002
05.06.2003 09:00:00.000 GMT+0800,1.31818,1.32018,1.31650,1.31747,32523.700699999998
05.06.2003 13:00:00.000 GMT+0800,1.31747,1.31881,1.31441,1.31517,30343.8999
05.06.2003 17:00:00.000 GMT+0800,1.31558,1.32158,1.31354,1.31494,31752.500500000002
05.06.2003 21:00:00.000 GMT+0800,1.31462,1.31507,1.29488,1.29719,87793.99710000001
06.06.2003 01:00:00.000 GMT+0800,1.29695,1.30136,1.29561,1.30040,113391.2012
06.06.2003 05:00:00.000 GMT+0800,1.30005,1.30226,1.29898,1.30164,31929
06.06.2003 09:00:00.000 GMT+0800,1.30188,1.30248,1.29966,1.30127,31585.7998
06.06.2003 13:00:00.000 GMT+0800,1.30133,1.30512,1.29897,1.30418,31024.1001
06.06.2003 17:00:00.000 GMT+0800,1.30405,1.30704,1.30007,1.30629,31066.875
06.06.2003 21:00:00.000 GMT+0800,1.30730,1.32477,1.30613,1.32357,85951.0996
07.06.2003 01:00:00.000 GMT+0800,1.32371,1.32371,1.31697,1.31943,114189.2978
07.06.2003 05:00:00.000 GMT+0800,1.31943,1.31943,1.31943,1.31943,0
07.06.2003 09:00:00.000 GMT+0800,1.31943,1.31943,1.31943,1.31943,0
07.06.2003 13:00:00.000 GMT+0800,1.31943,1.31943,1.31943,1.31943,0
07.06.2003 17:00:00.000 GMT+0800,1.31943,1.31943,1.31943,1.31943,0
07.06.2003 21:00:00.000 GMT+0800,1.31943,1.31943,1.31943,1.31943,0
08.06.2003 01:00:00.000 GMT+0800,1.31943,1.31943,1.31943,1.31943,0
08.06.2003 05:00:00.000 GMT+0800,1.31943,1.31943,1.31943,1.31943,0
08.06.2003 09:00:00.000 GMT+0800,1.31943,1.31943,1.31943,1.31943,0
08.06.2003 13:00:00.000 GMT+0800,1.31943,1.31943,1.31943,1.31943,0
08.06.2003 17:00:00.000 GMT+0800,1.31943,1.31943,1.31943,1.31943,0
08.06.2003 21:00:00.000 GMT+0800,1.31943,1.31943,1.31943,1.31943,0
09.06.2003 01:00:00.000 GMT+0800,1.31943,1.31943,1.31943,1.31943,0
09.06.2003 05:00:00.000 GMT+0800,1.31968,1.32019,1.31810,1.31953,30697.8999
09.06.2003 09:00:00.000 GMT+0800,1.31960,1.32564,1.31810,1.31869,32941.899900000004
09.06.2003 13:00:00.000 GMT+0800,1.31897,1.32410,1.31840,1.32311,30842.6001
09.06.2003 17:00:00.000 GMT+0800,1.32326,1.32326,1.31481,1.31820,32491.375
09.06.2003 21:00:00.000 GMT+0800,1.31746,1.31789,1.30536,1.31208,88307.5767
10.06.2003 01:00:00.000 GMT+0800,1.31277,1.31577,1.30998,1.31577,112022.4492
10.06.2003 05:00:00.000 GMT+0800,1.31535,1.31671,1.31426,1.31629,30554.3999
10.06.2003 09:00:00.000 GMT+0800,1.31635,1.31669,1.31320,1.31481,31159.8003
10.06.2003 13:00:00.000 GMT+0800,1.31495,1.31777,1.31298,1.31689,31297.8003
10.06.2003 17:00:00.000 GMT+0800,1.31725,1.31865,1.31407,1.31708,31232.475599999998
10.06.2003 21:00:00.000 GMT+0800,1.31704,1.32019,1.31363,1.31857,88602.8784
11.06.2003 01:00:00.000 GMT+0800,1.31814,1.31939,1.31120,1.31583,114550.12499999999
11.06.2003 05:00:00.000 GMT+0800,1.31570,1.31749,1.31544,1.31651,30651.8008
11.06.2003 09:00:00.000 GMT+0800,1.31649,1.31717,1.31254,1.31335,32727.5996
11.06.2003 13:00:00.000 GMT+0800,1.31325,1.31644,1.30922,1.31375,30734
11.06.2003 17:00:00.000 GMT+0800,1.31369,1.31456,1.30650,1.30790,32469.6001
11.06.2003 21:00:00.000 GMT+0800,1.30815,1.30903,1.30396,1.30541,86965.9751
12.06.2003 01:00:00.000 GMT+0800,1.30548,1.30952,1.30465,1.30929,113594.10259999998
12.06.2003 05:00:00.000 GMT+0800,1.30912,1.30971,1.30641,1.30811,32052.4009
12.06.2003 09:00:00.000 GMT+0800,1.30822,1.30934,1.30658,1.30747,30815.7998
12.06.2003 13:00:00.000 GMT+0800,1.30728,1.30868,1.30215,1.30216,31932.3755
12.06.2003 17:00:00.000 GMT+0800,1.30219,1.30978,1.30082,1.30890,31104
12.06.2003 21:00:00.000 GMT+0800,1.30911,1.31566,1.30839,1.30984,87037.0762
13.06.2003 01:00:00.000 GMT+0800,1.30926,1.31167,1.30893,1.31090,114000.3984
13.06.2003 05:00:00.000 GMT+0800,1.31033,1.31100,1.30863,1.30963,30968.8003
13.06.2003 09:00:00.000 GMT+0800,1.30974,1.31113,1.30906,1.31093,29930.8999
13.06.2003 13:00:00.000 GMT+0800,1.31073,1.31408,1.30824,1.30986,31515.4004
13.06.2003 17:00:00.000 GMT+0800,1.30996,1.31888,1.30947,1.31736,30388.2002
13.06.2003 21:00:00.000 GMT+0800,1.31741,1.31842,1.30311,1.30433,88475.2783
14.06.2003 01:00:00.000 GMT+0800,1.30409,1.30528,1.29531,1.29798,115060.4004
14.06.2003 05:00:00.000 GMT+0800,1.29798,1.29798,1.29798,1.29798,0
14.06.2003 09:00:00.000 GMT+0800,1.29798,1.29798,1.29798,1.29798,0
14.06.2003 13:00:00.000 GMT+0800,1.29798,1.29798,1.29798,1.29798,0
14.06.2003 17:00:00.000 GMT+0800,1.29798,1.29798,1.29798,1.29798,0
14.06.2003 21:00:00.000 GMT+0800,1.29798,1.29798,1.29798,1.29798,0
15.06.2003 01:00:00.000 GMT+0800,1.29798,1.29798,1.29798,1.29798,0
15.06.2003 05:00:00.000 GMT+0800,1.29798,1.29798,1.29798,1.29798,0
15.06.2003 09:00:00.000 GMT+0800,1.29798,1.29798,1.29798,1.29798,0
15.06.2003 13:00:00.000 GMT+0800,1.29798,1.29798,1.29798,1.29798,0
15.06.2003 17:00:00.000 GMT+0800,1.29798,1.29798,1.29798,1.29798,0
