Local time,Open,High,Low,Close,Volume
13.06.2003 05:00:00.000 GMT+0800,1.31103,1.31120,1.30883,1.30987,31473.7998
13.06.2003 09:00:00.000 GMT+0800,1.30990,1.31133,1.30930,1.31123,31076.8999
13.06.2003 13:00:00.000 GMT+0800,1.31083,1.31428,1.30848,1.30996,31102.2002
13.06.2003 17:00:00.000 GMT+0800,1.31006,1.31896,1.30957,1.31756,31938.9004
13.06.2003 21:00:00.000 GMT+0800,1.31761,1.31862,1.30331,1.30453,87880.8999
14.06.2003 01:00:00.000 GMT+0800,1.30419,1.30548,1.29551,1.29828,113305.4014
14.06.2003 05:00:00.000 GMT+0800,1.29828,1.29828,1.29828,1.29828,0
14.06.2003 09:00:00.000 GMT+0800,1.29828,1.29828,1.29828,1.29828,0
14.06.2003 13:00:00.000 GMT+0800,1.29828,1.29828,1.29828,1.29828,0
14.06.2003 17:00:00.000 GMT+0800,1.29828,1.29828,1.29828,1.29828,0
14.06.2003 21:00:00.000 GMT+0800,1.29828,1.29828,1.29828,1.29828,0
15.06.2003 01:00:00.000 GMT+0800,1.29828,1.29828,1.29828,1.29828,0
15.06.2003 05:00:00.000 GMT+0800,1.29828,1.29828,1.29828,1.29828,0
15.06.2003 09:00:00.000 GMT+0800,1.29828,1.29828,1.29828,1.29828,0
15.06.2003 13:00:00.000 GMT+0800,1.29828,1.29828,1.29828,1.29828,0
15.06.2003 17:00:00.000 GMT+0800,1.29828,1.29828,1.29828,1.29828,0
15.06.2003 21:00:00.000 GMT+0800,1.29828,1.29828,1.29828,1.29828,0
16.06.2003 01:00:00.000 GMT+0800,1.29828,1.29828,1.29828,1.29828,0
16.06.2003 05:00:00.000 GMT+0800,1.29755,1.29806,1.29620,1.29635,30836.5
16.06.2003 09:00:00.000 GMT+0800,1.29620,1.30043,1.29551,1.30043,31185
16.06.2003 13:00:00.000 GMT+0800,1.30053,1.30282,1.29442,1.29510,30417.6001
16.06.2003 17:00:00.000 GMT+0800,1.29496,1.29921,1.29387,1.29845,32061.8999
16.06.2003 21:00:00.000 GMT+0800,1.29859,1.30352,1.29835,1.30020,86206.1021
