Local time,Open,High,Low,Close,Volume
24.10.2017 05:00:00.000 GMT+0800,5914,5932,5563,5596,3778.8804999999993
25.10.2017 05:00:00.000 GMT+0800,5597,5694,5374,5681,3314.8831
26.10.2017 05:00:00.000 GMT+0800,5681,5985,5642,5844,2210.6400999999996
27.10.2017 05:00:00.000 GMT+0800,5844,5996,5690,5756,2159.2242
28.10.2017 05:00:00.000 GMT+0800,5756,5756,5756,5756,0
29.10.2017 05:00:00.000 GMT+0800,5756,5756,5756,5756,0
30.10.2017 05:00:00.000 GMT+0800,6177,6220,6028,6100,1764.6699999999998
31.10.2017 05:00:00.000 GMT+0800,6100,6430,6085,6378,1857.8194000000003
01.11.2017 05:00:00.000 GMT+0800,6377,6650,6364,6580,2131.3362
02.11.2017 05:00:00.000 GMT+0800,6580,7401,6574,7058,2461.1702000000005
03.11.2017 05:00:00.000 GMT+0800,7061,7451,6941,7229,2501.0932000000007
04.11.2017 05:00:00.000 GMT+0800,7229,7229,7229,7229,0
05.11.2017 05:00:00.000 GMT+0800,7229,7229,7229,7229,0
06.11.2017 06:00:00.000 GMT+0800,7361,7445,6950,7133,2967.5509
07.11.2017 06:00:00.000 GMT+0800,7129,7229,6932,7075,2846.0546
08.11.2017 06:00:00.000 GMT+0800,7075,7883,7043,7264,2966.0272999999997
09.11.2017 06:00:00.000 GMT+0800,7263,7491,7062,7122,2606.5714
10.11.2017 06:00:00.000 GMT+0800,7121,7348,6420,6584,2396.8552000000004
11.11.2017 06:00:00.000 GMT+0800,6584,6584,6584,6584,0
12.11.2017 06:00:00.000 GMT+0800,6584,6584,6584,6584,0
13.11.2017 06:00:00.000 GMT+0800,5894,6828,5605,6508,3286.7846
14.11.2017 06:00:00.000 GMT+0800,6507,6748,6400,6593,3222.7191000000003
15.11.2017 06:00:00.000 GMT+0800,6593,7346,6542,7294,2297.8152999999998
16.11.2017 06:00:00.000 GMT+0800,7295,7898,7124,7893,2076.5638
17.11.2017 06:00:00.000 GMT+0800,7894,7999,7536,7707,2276.2776
18.11.2017 06:00:00.000 GMT+0800,7707,7707,7707,7707,0
19.11.2017 06:00:00.000 GMT+0800,7707,7707,7707,7707,0
20.11.2017 06:00:00.000 GMT+0800,8022,8291,7948,8250,1478.7946999999997
21.11.2017 06:00:00.000 GMT+0800,8250,8376,7800,8136,1782.3123999999996
22.11.2017 06:00:00.000 GMT+0800,8136,8304,7971,8205,1609.7488
23.11.2017 06:00:00.000 GMT+0800,8207,8283,8097,8168,1735.3857999999998
24.11.2017 06:00:00.000 GMT+0800,8168,8332,7873,8250,1701.5017999999995
25.11.2017 06:00:00.000 GMT+0800,8250,8250,8250,8250,0
26.11.2017 06:00:00.000 GMT+0800,8250,8250,8250,8250,0
27.11.2017 06:00:00.000 GMT+0800,9335,9751,9279,9657,1854.9474999999998
28.11.2017 06:00:00.000 GMT+0800,9653,9975,9555,9945,1549.7256000000002
29.11.2017 06:00:00.000 GMT+0800,9922,11439,9020,10202,2696.3714
30.11.2017 06:00:00.000 GMT+0800,10200,10799,9028,9662,4039.8282000000004
01.12.2017 06:00:00.000 GMT+0800,9661,10942,9377,10903,3334.6429000000003
02.12.2017 06:00:00.000 GMT+0800,10903,10903,10903,10903,0
03.12.2017 06:00:00.000 GMT+0800,10903,10903,10903,10903,0
